RainToday,Humidity3pm,Rainfall,Cloud3pm,WindDir3pm_cos,WindDir9am_cos,WindDir9am_sin,Month_cos,WindDir3pm_sin,WindGustDir_cos,WindGustDir_sin,WindGustSpeed,Pressure3pm,CloudChange,Month_sin,Longitude,Rainfall_lag3,Latitude,WindGustRatio,Cloud9am,Humidity3pm_lag1,PressureDelta,WindSpeed9am,HumidityDiff,Rainfall_lag1
0,4.02535169073515,0.0,1,-0.7071067811865477,6.123233995736766e-17,1.0,-0.4999999999999998,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,3.6375861597263857,1.1508621896171218,-3.1245579964792114,0.8660254037844387,-0.25965766315947475,2.0794415416798357,-0.34057038365579057,0.958850346292951,8,57.0,-0.36720949839113565,2.302585092994046,0.9524978106017482,0.0
0,4.1588830833596715,0.0,1,-0.7071067811865477,-0.3826834323650897,0.9238795325112867,-0.4999999999999998,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,3.58351893845611,1.1655751135095964,-2.6941935662747207,0.8660254037844387,-0.25965766315947475,0.0,-0.34057038365579057,0.8312975190407624,7,55.0,-0.21037642326615147,2.772588722239781,1.4662589710274394,0.0
0,4.007333185232471,0.0,5,-0.7071067811865477,-0.3826834323650897,0.9238795325112867,-0.8660254037844387,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,3.2188758248682006,1.6658145258542025,0.82151233215572,0.49999999999999994,-0.25965766315947475,0.0,-0.34057038365579057,0.8472978603872036,3,63.0,-0.21037642326615147,2.0794415416798357,0.7722252036088987,0.0
0,4.143134726391533,0.0,1,-0.9238795325112868,0.0,0.0,-0.8660254037844387,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,3.8066624897703196,2.063063470951386,0.3692260373206595,0.49999999999999994,-0.25965766315947475,0.0,-0.34057038365579057,0.9668430110369863,0,54.0,0.8351774109005683,0.0,1.1282858979051458,0.0
0,3.6888794541139363,0.0,2,-1.0,-0.7071067811865475,0.7071067811865476,-0.8660254037844387,1.2246467991473532e-16,-0.7071067811865475,0.7071067811865476,3.58351893845611,2.4455994921560613,-0.07905830371956053,0.49999999999999994,-0.25965766315947475,0.0,-0.34057038365579057,1.0116009116784799,2,62.0,-0.4717648818078314,2.302585092994046,-0.2741966627144098,0.0
0,4.248495242049359,0.0,7,-1.8369701987210297e-16,0.7071067811865476,0.7071067811865475,-1.0,-1.0,0.9238795325112867,0.3826834323650898,3.4339872044851463,0.19452213660540035,-0.5214959090182127,1.2246467991473532e-16,-0.25965766315947475,2.028148247292285,-0.34057038365579057,1.1451323043030026,8,52.0,0.6783443357755841,2.772588722239781,0.4676316882002691,0.18232155679395462
0,4.2626798770413155,0.33647223662121295,8,1.0,0.38268343236508984,0.9238795325112867,-1.0,0.0,0.7071067811865476,0.7071067811865475,2.995732273553991,0.45935476667017805,-0.07905830371956053,1.2246467991473532e-16,-0.25965766315947475,0.0,-0.34057038365579057,0.8574502318512216,8,60.0,-0.41948719009954294,1.6094379124341003,0.03626146974781495,1.8870696490323797
0,4.0943445622221,0.0,7,1.0,0.7071067811865476,0.7071067811865475,-1.0,0.0,0.7071067811865474,-0.7071067811865477,3.7376696182833684,-0.7323920686213551,1.27641726136007,1.2246467991473532e-16,-0.25965766315947475,0.0,-0.34057038365579057,1.0233888674305223,4,61.0,-0.7331533403495708,2.772588722239781,0.8927091234208178,0.0
1,4.276666119016055,1.2809338454620645,3,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,3.6375861597263857,-0.36456897130915455,0.3692260373206595,1.2246467991473532e-16,-0.25965766315947475,0.18232155679395462,-0.34057038365579057,1.292768303109067,2,59.0,1.4625097114005645,3.044522437723423,0.4676316882002691,0.0
0,4.3694478524670215,0.18232155679395462,6,1.0,1.0,0.0,-1.0,0.0,0.9238795325112865,-0.3826834323650904,4.007333185232471,-0.6735403730514063,-0.5214959090182127,1.2246467991473532e-16,-0.25965766315947475,0.0,-0.34057038365579057,1.0986122886681096,7,50.0,-0.15809873155786303,3.2188758248682006,1.5773504052778957,0.0
